"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
1;57291;"Kanto Denka Kogyo Co., Ltd.";"Scope 1";1990;2020;"Business activity";86;1792341;0;0;22100;0
1;57303;"Livedo Corporation";"Scope 1";2018;2018;"Business division";1;27434;26935;0;27332;0
1;57303;"Livedo Corporation";"Scope 2 (market-based)";2018;2018;"Business division";1;272;0;0;274;0
1;57312;"NORTHERN CLEARING";"Scope 1";2015;2018;NA;40;19959;0;0;8581;0
1;57312;"NORTHERN CLEARING";"Scope 2 (location-based)";2015;2018;NA;6;10;0;0;58;0
1;57343;"DKS Co Ltd";"Scope 1+2 (location-based)";2005;2019;"Company-wide";29.5;71288;0;0;51561;0
1;57386;"VAPZA ALIMENTOS S/A";"Scope 1";2019;2019;"Other, please specify: Emissões de escopo 1";2;0.32;0.32;0;0.32;0
1;57396;"Los Angeles Department of Water and Power";"Scope 1";2015;2030;"Company-wide";59;10428208;13362813;0;7433126;0
1;57396;"Los Angeles Department of Water and Power";"Scope 1+2 (location-based) +3 (upstream)";1990;2030;"Company-wide";40;17900000;0;17925410;10529125;7434303
1;57396;"Los Angeles Department of Water and Power";"Scope 1+2 (location-based) +3 (upstream)";1990;2035;"Company-wide";60;17900000;0;17925410;10529125;7434303
1;57396;"Los Angeles Department of Water and Power";"Scope 1+2 (location-based) +3 (upstream)";1990;2050;"Company-wide";80;17900000;0;17925410;10529125;7434303
1;57414;"Ningbo SANHUAN";"Scope 1+2 (location-based)";2018;2020;"Company-wide";5;2882;2876;0;2876;0
1;57455;"NIHON KAJITSU KOGYO CO., LTD";"Scope 1+2 (market-based)";2003;2020;"Business activity";15.71;49693;0;0;37191;0
4;57462;"Nippon Closures";"Scope 1+2 (location-based)";2013;2030;"Company-wide";8;331864;0;0;462108;0
4;57462;"Nippon Closures";"Scope 3: End-of-life treatment of sold products";2016;2030;"Other, please specify: <U+30B5><U+30D7><U+30E9><U+30A4><U+30C1><U+30A7><U+30FC><U+30F3><U+306E>CO2<U+6392><U+51FA><U+91CF>";3.4;404484;0;0;411744;0
4;57462;"Nippon Closures";"Scope 3: Purchased goods & services";2016;2030;"Other, please specify: <U+30B5><U+30D7><U+30E9><U+30A4><U+30C1><U+30A7><U+30FC><U+30F3><U+306E>CO2<U+6392><U+51FA><U+91CF>";3.4;745992;0;0;735720;0
1;57467;"RENGO NONWOVEN PRODUCTS CO.LTD.";"Scope 1+2 (market-based)";2016;2019;"Company-wide";1;10135;10754.13;0;0;0
1;57471;"Oshita Shigyoco., Ltd.";"Scope 2 (location-based)";2016;2021;"Business division";97.5;51.51;38.73;0;43.35;0
3;57487;"TANAX, INC.";"Scope 1+2 (market-based)";2013;2030;"Company-wide";26;12294;12294;0;10083;0
1;57503;"Yamacs Corporation";"Scope 1";2018;2019;"Company-wide";10;524;524;0;501;0
1;57503;"Yamacs Corporation";"Scope 2 (market-based)";2018;2019;"Company-wide";10;1911;1911;0;1883;0
1;57504;"Yamashita Printing Carton Box Corporation";"Scope 1+2 (location-based)";2014;2020;"Company-wide";20;3396;0;0;2636;0
1;57504;"Yamashita Printing Carton Box Corporation";"Scope 1+2 (location-based)";2014;2030;"Company-wide";25;3396;0;0;2636;0
1;57533;"Arce Avícola";"Scope 1+2 (market-based)";2020;2020;"Business activity";50;20;20;0;0;0
1;57533;"Arce Avícola";"Scope 1+2 (market-based)";2020;2020;"Company-wide";50;50;20;0;0;0
1;57562;"Main Process SA";"Scope 1+2 (location-based)";2018;2019;"Company-wide";10;8977;0;0;2194;0
1;57625;"JEONGSAN INTERNATIONAL CO., LTD";"Scope 1+2 (location-based)";2014;2019;"Site/facility";12;24167;24167.55;0;22521;0
1;57626;"Australia Post";"Scope 1+2 (location-based)";2000;2020;"Company-wide";25;348436;348436;0;272455;0
1;57666;"AENA SME SA";"Scope 1+2 (market-based)";2015;2030;"Company-wide";69;260137;260137;0;143210;0
1;57666;"AENA SME SA";"Scope 1+2 (market-based)";2015;2050;"Company-wide";100;288751;260137;0;143210;0
9;57761;"Etsy, Inc.";"Other, please specify: Scope 2 (market-based) + Scope 3: Upstream leased assets + Scope 3: Remote workers";2016;2020;"Company-wide";100;26955;0;0;0;0
1;57878;"Koei Chemical Industry, Co., Ltd.";"Scope 1+2 (location-based)";2018;2019;"Company-wide";10;1091;1064.9;0;937;0
2;57929;"Noritz Corporation";"Scope 1+2 (location-based)";2013;2020;"Other, please specify: <U+56FD><U+5185><U+751F><U+7523><U+7CFB><U+4E8B><U+696D><U+6240>·<U+5DE5><U+5834>(<U+30B0><U+30EB><U+30FC><U+30D7><U+4F1A><U+793E><U+542B><U+3080>)";12;44304;91358;0;72140;0
1;57973;"Farmer Brothers";"Scope 1+2 (market-based)";2018;2025;"Company-wide";30;30831;30831;0;28689;0
1;57973;"Farmer Brothers";"Scope 3 (upstream & downstream)";2018;2025;"Company-wide";18;668142;668142;0;629895;0
1;57975;"Sun Messe Co., Ltd.";"Scope 1+2 (location-based)";2013;2030;NA;8.8;10278.1;0;0;9028.5;0
1;57975;"Sun Messe Co., Ltd.";"Scope 3 (upstream & downstream)";2013;2030;"Company-wide";10;72715;0;0;65733.9;0
1;58002;"Blue Cross Blue Shield Massachusetts";"Scope 1+2 (market-based) +3 (upstream & downstream)";2010;2020;"Company-wide";30;38070;0;0;0;0
1;58251;"Fredman Group Oy";"Scope 1+2 (location-based)";2018;2025;"Site/facility";10;198;546;0;559;0
2;58284;"Colombina S.A.";"Scope 1+2 (location-based)";2015;2030;"Company-wide";13;134344;134344.12;0;122874;0
6;58301;"Acuity Brands Inc";"Scope 2 (location-based)";2019;2020;"Company-wide";15;424332;453138;0;426354;0
6;58301;"Acuity Brands Inc";"Scope 2 (location-based)";2019;2022;"Company-wide";25;424332;453138;0;426354;0
6;58301;"Acuity Brands Inc";"Scope 3: Purchased goods & services";2019;2020;"Business activity";15;279835.62;0;0;0;0
6;58301;"Acuity Brands Inc";"Scope 3: Purchased goods & services";2019;2022;"Business activity";25;237860.22;0;0;0;0
5;58305;"Feng Tay Enterprises Co Ltd";"Scope 1+2 (location-based)";2019;2030;"Company-wide";46.2;1346705.5;1346705.55;0;1346705.55;0
4;58313;"Eneco Groep";"Scope 1+2 (location-based) +3 (upstream & downstream)";2015;2025;"Company-wide";36;85427172;0;5990512;62510436;7110956
4;58313;"Eneco Groep";"Scope 3: Use of sold products";2015;2025;"Company-wide";15;45584000;0;0;40823592;0
1;58554;"Miyakoda Construction Co Ltd";"Scope 1+2 (location-based)";2018;2030;"Company-wide";50.4;213.34;209.5;0;208.436;0
1;58554;"Miyakoda Construction Co Ltd";"Scope 1+2 (market-based)";2018;2030;"Company-wide";50.4;208.59;203.5;0;207.302;0
1;58618;"Safaricom Limited";"Scope 1";2016;2019;"Company-wide";11;37630;0;0;28318.68;0
1;58618;"Safaricom Limited";"Scope 2 (location-based)";2016;2019;"Country/region";11;19707;0;0;30247.81;0
6;58619;"Cellnex Telecom SA";"Scope 1+2 (market-based)";2015;2025;"Company-wide";19;456618;456618;0;1174548;0
6;58619;"Cellnex Telecom SA";"Scope 1+2 (market-based)";2015;2033;"Company-wide";32;456618;456618;0;1174548;0
6;58619;"Cellnex Telecom SA";"Scope 3: Purchased goods & services";2018;2020;"Company-wide";1;37398;399.6;0;37152;0
1;58641;"Landsvirkjun";"Scope 1";2008;2026;"Business activity";60;45973;53903;0;41603;0
1;58641;"Landsvirkjun";"Scope 1";2008;2030;"Business activity";99;790;53903;0;41603;0
1;58641;"Landsvirkjun";"Scope 1";2008;2030;"Company-wide";50;53903;53903;0;41603;0
1;58641;"Landsvirkjun";"Scope 3: Business travel";2018;2030;"Company-wide";30;410;411;0;381;0
1;58641;"Landsvirkjun";"Scope 3: Employee commuting";2018;2030;"Company-wide";60;126;126;0;97;0
1;58686;"Growthpoint Properties Australia";"Scope 1+2 (location-based)";2017;2021;"Company-wide";10;13622;13622;0;14153;0
1;58686;"Growthpoint Properties Australia";"Scope 1+2 (location-based)";2017;2050;"Company-wide";100;13622;13622;0;14153;0
1;58768;"Fingerprint Cards";"Scope 2 (market-based)";2017;2020;"Other, please specify: Scandinavian operations";20;51;0;0;17.2;0
1;58768;"Fingerprint Cards";"Scope 3: Business travel";2018;2020;"Other, please specify: Scandinavian operations";20;559;0;0;323.5;0
12;58780;"Scatec Solar";"Scope 1+2 (market-based)";2019;2030;"Company-wide";50;82863.6;83064;0;83064;0
12;58780;"Scatec Solar";"Scope 1+2 (market-based)";2019;2050;"Company-wide";96;82863.6;83064;0;83064;0
3;58816;"Siltronic AG";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1.5;804624;840480;0;764961;0
4;58858;"HP Inc";"Scope 1+2 (market-based)";2015;2025;"Company-wide";60;1554800;1554800;0;863200;0
3;58859;"Hewlett Packard Enterprise Company";"Scope 1+2 (market-based)";2016;2025;"Company-wide";47;1320981;1320981;0;703581;0
3;58859;"Hewlett Packard Enterprise Company";"Scope 3: Purchased goods & services";2016;2025;"Company-wide";15;2422194;4632000;0;6217926;0
3;58859;"Hewlett Packard Enterprise Company";"Scope 3: Upstream transportation & distribution";2016;2025;"Company-wide";35;1141782;870000;0;824259;0
1;58901;"Fuyo General Lease Co Ltd";"Scope 1+2 (location-based)";2014;2021;"Company-wide";10;1409;0;0;2065;0
1;58907;"Japan Post Holdings";"Scope 1+2 (market-based)";2016;2030;"Company-wide";16;1054255.7;1116879.6;0;909664.3;0
6;59175;"Pandox";"Scope 1+2 (location-based)";2019;2023;"Business division";20;89940;89717.214;0;89717.214;0
1;59242;"California Resources Corp";"Scope 1+2 (location-based)";2013;2030;"Company-wide";30;5859041;0;0;3547524.5;0
6;59258;"Keysight Technologies Inc";"Scope 1+2 (location-based)";2018;2019;"Company-wide";2;654216;654216.6;0;559528.8;0
1;59325;"Ferrari";"Scope 2 (market-based)";2019;2021;"Company-wide";100;826;826;0;826;0
1;59338;"Poste Italiane";"Scope 1+2 (market-based)";2017;2022;"Business activity";17;58371;207220;0;153923;0
1;59387;"Dustin Group AB";"Scope 1+2 (location-based) +3 (downstream)";2015;2020;"Company-wide";40;2652.15;0;0;2833.45;1231.403
25;59396;"Decathlon SA";"Scope 1+2 (market-based)";2016;2026;"Company-wide";75;4732500;4732500;0;4198000;0
4;59462;"Nishimatsu Construction Co Ltd";"Scope 1+2 (location-based)";1990;2020;"Company-wide";74.54;782364;0;0;290314.356;0
4;59462;"Nishimatsu Construction Co Ltd";"Scope 1+2 (location-based)";1990;2030;"Company-wide";61.64;782364;0;0;290314.356;0
7;59467;"Kumagai Gumi Co Ltd";"Scope 1+2 (location-based)";2014;2021;"Other, please specify: <U+81EA><U+793E><U+5358><U+4F53><U+306E><U+56FD><U+5185><U+4E8B><U+696D><U+6240><U+3001><U+56FD><U+5185><U+5DE5><U+4E8B><U+306E><U+307F><U+3092><U+5BFE><U+8C61>(<U+81EA><U+793E><U+306E><U+6D77><U+5916><U+4E8B><U+696D><U+6240><U+3001><U+6D77><U+5916><U+5DE5><U+4E8B><U+304A><U+3088><U+3073><U+30B0><U+30EB><U+30FC><U+30D7><U+4F1A><U+793E><U+9664><U+304F>)";25;452026.89;701741.46;0;648644.64;0
7;59467;"Kumagai Gumi Co Ltd";"Scope 1+2 (location-based)";2014;2031;"Other, please specify: <U+81EA><U+793E><U+5358><U+4F53><U+306E><U+56FD><U+5185><U+4E8B><U+696D><U+6240><U+3001><U+56FD><U+5185><U+5DE5><U+4E8B><U+306E><U+307F><U+3092><U+5BFE><U+8C61>(<U+81EA><U+793E><U+306E><U+6D77><U+5916><U+4E8B><U+696D><U+6240><U+3001><U+6D77><U+5916><U+5DE5><U+4E8B><U+304A><U+3088><U+3073><U+30B0><U+30EB><U+30FC><U+30D7><U+4F1A><U+793E><U+9664><U+304F>)";42;452026.89;701741.46;0;648644.64;0
7;59467;"Kumagai Gumi Co Ltd";"Scope 1+2 (location-based)";2014;2051;"Other, please specify: <U+81EA><U+793E><U+5358><U+4F53><U+306E><U+56FD><U+5185><U+4E8B><U+696D><U+6240><U+3001><U+56FD><U+5185><U+5DE5><U+4E8B><U+306E><U+307F><U+3092><U+5BFE><U+8C61>(<U+81EA><U+793E><U+306E><U+6D77><U+5916><U+4E8B><U+696D><U+6240><U+3001><U+6D77><U+5916><U+5DE5><U+4E8B><U+304A><U+3088><U+3073><U+30B0><U+30EB><U+30FC><U+30D7><U+4F1A><U+793E><U+9664><U+304F>)";71;452026.89;701741.46;0;648644.64;0
1;60580;"Vicinity Centres";"Scope 1+2 (location-based)";2015;2019;"Other, please specify: Target applies to 100% Vicinity Owned Assets";12;236526;236526;0;164267;0
1;60580;"Vicinity Centres";"Scope 1+2 (location-based)";2016;2025;"Other, please specify: Target applies to 100% Vicinity Owned Assets";29;58626;209779;0;164267;0
1;60580;"Vicinity Centres";"Scope 1+2 (location-based)";2016;2030;"Other, please specify: Target applies to 100% Vicinity Owned Assets";100;58626;209779;0;164267;0
1;60580;"Vicinity Centres";"Scope 1+2 (location-based)";2018;2019;"Company-wide";3;181954;181954;0;164267;0
3;60620;"S Group";"Scope 1+2 (location-based)";2015;2030;"Country/region";60;1203000;937518;0;737844;0
3;60620;"S Group";"Scope 1+2 (location-based)";2015;2030;"Country/region";90;1203000;937518;0;737844;0
1;60798;"INDUSTRIAS COR SA DE CV";"Scope 1+2 (location-based)";2019;2021;NA;85;0;0;0;5.527;0
1;60798;"INDUSTRIAS COR SA DE CV";"Scope 2 (location-based)";2017;2020;NA;1;3956.18;3963;0;1.808;0
1;60798;"INDUSTRIAS COR SA DE CV";"Scope 2 (location-based)";2019;2020;NA;25;0;0;0;1.808;0
1;60819;"LCARE MEXICANA SRL DE CV";"Scope 1+2 (location-based)";2017;2022;"Company-wide";7.12;3098;3098.18;0;2250.2;0
1;60819;"LCARE MEXICANA SRL DE CV";"Scope 2 (market-based)";2017;2022;"Business division";0.1;0.17;0;0;0.15;0
1;60853;"CBB INDÚSTRIA E COMÉRCIO DE ASFALTO";"Scope 1";2015;2025;"Company-wide";5;2126;0;0;1778;0
1;60918;"Convergint Technologies";"Scope 2 (location-based)";2018;2019;"Company-wide";1;255912;0;0;0;0
1;60941;"CENTRAL NAC UNIMED COOP CENTRA";"Scope 1+2 (market-based) +3 (downstream)";2018;2019;"Company-wide";5;1074.61;169.4;41.26;0;1214.531
1;61027;"SINORGCHEM CO.";"Scope 1";2019;NA;"Company-wide";NA;175500;0;0;0;0
1;61033;"SEKE SA";"Scope 1";2018;2025;"Company-wide";15;2.76;2.76;0;1.99;0
1;61033;"SEKE SA";"Scope 2 (location-based)";2018;2025;"Company-wide";15;2.31;2.31;0;1.65;0
1;61033;"SEKE SA";"Scope 3 (downstream)";2018;2025;"Company-wide";13;0.3;0.3;0;0.176;0
1;61124;"SAAROTEC";"Scope 2 (location-based)";2015;2017;"Company-wide";0;6411;0;0;3892.459;0
1;61182;"MITRASTAR TECHNOLOGIES";"Scope 1+2 (location-based)";2017;NA;"Company-wide";NA;5849.8;56449.8;0;5480.015;0
1;61186;"O-NET COMMUNICATIONS";"Scope 1+2 (location-based)";2018;2020;"Company-wide";1;47303;47302.5;0;44609.33;0
1;61190;"SHANGHAI FUYUN INFORMATION TECHNOLOGY";"Scope 1";2017;2020;"Business activity";2;47;7;0;6.5;0
1;61298;"Brewer Science";"Scope 1";2014;2030;"Site/facility";30;1046.44;1046.44;0;983.48;0
1;61298;"Brewer Science";"Scope 2 (location-based)";2014;2030;"Site/facility";100;6719.27;6719.27;0;3470.79;0
8;61308;"Entegris Inc";"Scope 2 (location-based)";2017;2020;NA;0.4;733736.8;733736.8;0;818042.4;0
1;61311;"Namics";"Scope 1+2 (location-based)";2018;2019;NA;1;14312;13286;0;15108;0
1;61314;"MURATA MACHINERY,LTD.";"Scope 1+2 (location-based)";2017;2030;"Site/facility";18;29933;17554;0;28574;0
1;61314;"MURATA MACHINERY,LTD.";"Scope 1+2 (location-based)";2017;2050;"Site/facility";49;29933;17554;0;28574;0
3;61315;"Rinchem Company Inc";"Scope 1";2017;2050;"Site/facility";70;58860;20454;0;125577;0
1;61375;"Hortalizas Zamorano";"Scope 1+2 (market-based)";2017;2018;NA;5;0.01;0;0;0;0
4;61555;"Palladio Group SPA";"Scope 1+2 (market-based)";2019;2030;"Company-wide";30.8;33740;33741.2;0;33741.2;0
4;61555;"Palladio Group SPA";"Scope 1+2 (market-based)";2019;2050;"Company-wide";82.3;33740;33741.2;0;33741.2;0
4;61555;"Palladio Group SPA";"Scope 1+2 (market-based) +3 (upstream & downstream)";2019;2030;"Company-wide";15.6;109300;93216;33741.2;93216;33741.2
4;61555;"Palladio Group SPA";"Scope 1+2 (market-based) +3 (upstream & downstream)";2019;2050;"Company-wide";42.5;109300;93216;33741.2;93216;33741.2
5;61669;"Cataler Corporation";"Scope 1";2013;2030;NA;13.74;221990;0;0;0;0
1;61686;"COSBOND";"Scope 1+2 (location-based)";2018;2030;"Company-wide";25;15.65;15.65;0;13.835;0
1;61696;"Luencheong";"Scope 1";2019;2019;"Company-wide";2;2000;2000;0;2000;0
1;61696;"Luencheong";"Scope 1+2 (location-based) +3 (upstream & downstream)";2019;2019;"Company-wide";0.5;50000;51955;42000;51955;42000
1;61705;"SH ZIJIANG INT'L";"Scope 1";2016;2021;"Company-wide";20;23.61;17.78;0;19.83;0
1;61705;"SH ZIJIANG INT'L";"Scope 2 (location-based)";2016;2025;"Company-wide";10;47.52;73.59;0;43.49;0
1;61705;"SH ZIJIANG INT'L";"Scope 3: Business travel";2016;2020;"Company-wide";12;18;4.57;0;16.38;0
1;61705;"SH ZIJIANG INT'L";"Scope 3: Employee commuting";2016;2020;"Company-wide";5;35;39.99;0;33.68;0
1;61705;"SH ZIJIANG INT'L";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2017;2047;"Company-wide";55;1770.85;0;0;0;0
1;61706;"SHANGHAI ZHENHENG INTERNATIONAL";"Scope 3 (upstream)";2020;2030;"Company-wide";3;61;75.44;0;75.44;0
1;61742;"Wacom Co. Ltd";"Scope 2 (market-based)";2014;2025;"Country/region";10.5;1307;0;0;1026;0
2;61872;"VAULTEX";"Scope 1";2016;2017;NA;3;6563.68;0;0;4612.52;0
2;61872;"VAULTEX";"Scope 1";2016;2018;NA;0;6094.3;0;0;4612.52;0
2;61872;"VAULTEX";NA;2016;2019;NA;0;5639.84;0;0;0;0
2;61897;"DSC Logistics";"Scope 2 (location-based)";2016;2020;"Company-wide";8;618;618;0;327.56;0
1;62087;"COMPLEMENTOS ALIMENTICIOS SA DE CV";"Scope 1";2019;2020;"Company-wide";2;17718.46;0;0;17237.58;0
1;62295;"CHINA PRECISION DIECASTING INC.";"Scope 1";2019;2030;"Company-wide";5;2215.68;2215.68;0;2215.68;0
1;62295;"CHINA PRECISION DIECASTING INC.";"Scope 2 (location-based)";2019;2030;"Company-wide";3;2462.91;2462.91;0;2462.91;0
1;62296;"COMPASS CORPORATION";"Scope 1";2018;2030;"Company-wide";5;22.86;22.86;0;34.01;0
1;62296;"COMPASS CORPORATION";"Scope 2 (location-based)";2018;2030;"Company-wide";5;619.42;619.42;0;433.06;0
1;62296;"COMPASS CORPORATION";"Scope 3: Employee commuting";2018;2030;"Company-wide";5;0.33;0;0;0.77;0
1;62296;"COMPASS CORPORATION";"Scope 3: Waste generated in operations";2018;2030;"Company-wide";5;45.97;0;0;38.75;0
1;62298;"Finemost Electronics Co., Ltd.";"Scope 1+2 (location-based)";2016;2018;"Company-wide";1;4736;4735;0;5187;0
1;62299;"JACOBS CHUCK MANUFACTURING (SUZHOU) CO., LTD.";"Scope 2 (location-based)";2018;2019;"Company-wide";3;6155;6155;0;0;0
1;62300;"NINGBO AIJIA ELECTRICAL APPLIANCES CO.,LIMITED";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;6928.86;6928.85;0;6916.71;0
1;62305;"CIXI CITY BEST POWER TOOLS CO., LTD.";"Scope 1+2 (location-based)";2018;2019;"Company-wide";0;4832.85;4832.84;0;5003.86;0
2;62309;"SHANGHAI JINLANG INTERNATIONAL";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;13932.8;13932.8;0;10623.48;0
1;62316;"THINOVA CO., LTD.";"Scope 2 (location-based)";2018;2019;"Company-wide";2;4148;4062;0;4026;0
1;62318;"ZHEJIANG YAT ELECTRICAL APPLIANCE CO., LTD.";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;5023.83;5023.83;0;4707.55;0
1;62319;"ZHEJIANG YIDA ELECTRIC APPLIANCE CO., LTD.";"Scope 2 (location-based)";2019;2028;"Company-wide";10;804.6;804.6;0;804.6;0
1;62844;"Global Power Synergy Public Company Limited";"Scope 1+2 (location-based)";2018;2019;"Country/region";5;2418551;2418551.06;0;2285164;0
1;62862;"Grant Thornton UK";"Other, please specify: Scope 3 - all categories";2018;2023;"Company-wide";21;17459;0;0;0;0
1;62862;"Grant Thornton UK";"Scope 1+2 (market-based)";2018;2023;"Company-wide";21;1899;2527.7;0;0;0
1;63525;"Logtek Ltd";"Other, please specify: Scope 1 - Business Travel";2019;2024;"Company-wide";5;85.55;0;0;0;0
1;63525;"Logtek Ltd";"Scope 1";2015;2020;"Company-wide";5;1596.18;1596.18;0;1299.84;0
1;63525;"Logtek Ltd";"Scope 2 (location-based)";2015;2020;"Company-wide";5;649.29;649.29;0;412.39;0
1;63525;"Logtek Ltd";"Scope 3: Business travel";2019;2024;"Company-wide";5;43.06;43.06;0;43.06;0
1;63537;"TÜRKIYE KALKINMA BANKASI A.S.";"Scope 1+2 (location-based)";2019;2020;"Company-wide";5;1086.79;1086.8;0;1086.8;0
1;63625;"Tosoh SMD";"Scope 2 (location-based)";2018;2019;"Site/facility";72;32.1;9647;0;10571;0
1;63625;"Tosoh SMD";"Scope 2 (location-based)";2019;2019;"Site/facility";70;32.4;10086;0;10571;0
1;63625;"Tosoh SMD";"Scope 2 (location-based)";2019;2020;"Site/facility";43.5;694;10086;0;10571;0
1;63625;"Tosoh SMD";"Scope 2 (location-based)";2019;2020;"Site/facility";79.1;1085;10086;0;10571;0
1;63625;"Tosoh SMD";"Scope 2 (location-based)";2019;2021;"Site/facility";6.6;10571;10086;0;10571;0
28;63671;"IHS Markit Ltd.";"Scope 2 (market-based)";2016;2020;"Company-wide";14;566944;566944;0;0;0
1;63672;"Corporación Inmobiliaria Vesta S.A.B de C.V.";"Scope 1+2 (location-based) +3 (downstream)";2018;2030;"Other, please specify: Leased areas (managed by tenant) and common areas and office spaces (managed by Vesta)";20;718;0;717.7;127676;768
1;63724;"Avangrid Inc";"Scope 1";2015;2035;"Company-wide";100;1184433;1184433;0;1855716;0
1;63753;"Groupe BPCE";"Scope 1+2 (location-based) +3 (upstream & downstream)";2017;2020;"Company-wide";10;602629;0;28682.738;1027.882;46.624
1;64076;"AES Tiete Energia SA";"Scope 1+2 (location-based) +3 (upstream)";2018;2019;"Company-wide";2;1434.02;1434.021;1142851;806.711;548.669
1;64076;"AES Tiete Energia SA";"Scope 2 (location-based)";2018;2019;"Company-wide";2;800.57;800567;0;325.177;0
3;64620;"Dell Technologies";"Scope 1+2 (market-based)";2010;2020;"Company-wide";40;1806117;0;0;895362;0
3;64620;"Dell Technologies";"Scope 1+2 (market-based)";2019;2030;"Company-wide";50;895362;1118403;0;895362;0
1;64623;"Askul";"Other, please specify: Scope3<U+306E><U+3046><U+3061><U+3001><U+30AB><U+30C6><U+30B4><U+30EA><U+30FC>1+<U+30AB><U+30C6><U+30B4><U+30EA><U+30FC>4";2015;2030;"Company-wide";12;1032425;0;0;0;0
1;64623;"Askul";"Scope 1";2015;2030;"Company-wide";100;5134;0;0;3631;0
1;64623;"Askul";"Scope 2 (market-based)";2015;2030;"Company-wide";100;15143;0;0;15607;0
1;64651;"Norway Royal Salmon";"Scope 1";2019;2025;"Company-wide";5;5388;5388;0;5388;0
3;64654;"Grieg Seafood";"Scope 1+2 (location-based)";2018;2030;"Company-wide";35;102732;102732;0;128085;0
3;64654;"Grieg Seafood";"Scope 1+2 (location-based)";2018;2050;"Company-wide";100;102732;102732;0;128085;0
3;64654;"Grieg Seafood";"Scope 1+2 (location-based) +3 (upstream & downstream)";2018;2030;"Company-wide";35;1223316;898545;102732;1349568;128085
